<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.05.12	1.28454	1.28779	1.27711	1.28445	142219	170544263000	9
2016.05.13	1.28423	1.29570	1.28352	1.29354	119740	137622175000	9
2016.05.16	1.29384	1.29624	1.28745	1.28942	111736	129609190000	9
2016.05.17	1.28916	1.29547	1.28367	1.29071	127517	149504772000	9
2016.05.18	1.29070	1.30367	1.28935	1.30316	151306	173977277000	9
2016.05.19	1.30320	1.31543	1.30102	1.30949	152620	161003039000	9
2016.05.20	1.30903	1.31618	1.30764	1.31087	116687	120616918000	9
2016.05.23	1.31138	1.31735	1.30985	1.31410	110819	120632909000	9
2016.05.24	1.31409	1.31877	1.30856	1.31226	125221	123670494000	9
2016.05.25	1.31237	1.31330	1.30145	1.30186	118208	108789414000	9
2016.05.26	1.30180	1.30369	1.29104	1.29765	116612	123286221000	9
2016.05.27	1.29762	1.30681	1.29667	1.30258	105087	105887650000	9
2016.05.30	1.30250	1.30944	1.30225	1.30471	89490	90813765000	9
2016.05.31	1.30426	1.31339	1.30166	1.30903	130431	143530593000	9
2016.06.01	1.30913	1.31219	1.30420	1.30768	140772	151377011000	9
2016.06.02	1.30761	1.31435	1.30552	1.30961	131507	141501826000	9
2016.06.03	1.30937	1.31061	1.29150	1.29358	134610	150618950000	9
2016.06.06	1.29342	1.29819	1.28027	1.28160	128883	138798245000	9
2016.06.07	1.28146	1.28389	1.27335	1.27343	123955	132698591000	9
2016.06.08	1.27343	1.27605	1.26544	1.26901	129090	139809718000	9
2016.06.09	1.26923	1.27658	1.26700	1.27227	130864	156641734000	9
2016.06.10	1.27154	1.27808	1.26599	1.27756	137709	144229378000	9
2016.06.13	1.27869	1.28393	1.27497	1.28354	136910	156167249000	9
2016.06.14	1.28330	1.28725	1.28122	1.28694	128921	138536987000	9
2016.06.15	1.28726	1.29426	1.28256	1.29106	141350	151576259000	9
2016.06.16	1.29114	1.30853	1.28944	1.29655	162537	170961186000	9
2016.06.17	1.29617	1.29635	1.28292	1.28846	136485	145407584000	9
2016.06.20	1.28901	1.28901	1.27721	1.28041	119780	132514180000	9
2016.06.21	1.28010	1.28262	1.27620	1.28169	122760	127823349000	9
2016.06.22	1.28142	1.28526	1.27414	1.28405	120269	124840118000	9
2016.06.23	1.28392	1.28421	1.26778	1.27472	136677	118758765000	9
2016.06.24	1.27666	1.30988	1.27041	1.30007	153249	169838242000	9
2016.06.27	1.30310	1.31194	1.29934	1.30752	170295	149684235000	9
2016.06.28	1.30716	1.31073	1.29659	1.30240	135106	143429618000	9
2016.06.29	1.30242	1.30418	1.29308	1.29344	142382	146943988000	9
2016.06.30	1.29300	1.30159	1.29141	1.29240	154885	167644000000	9
2016.07.01	1.29254	1.29744	1.28648	1.29095	116854	112043286000	9
2016.07.04	1.29069	1.29209	1.28312	1.28455	91637	89469451000	9
2016.07.05	1.28376	1.30168	1.28369	1.29810	129904	127364446000	9
2016.07.06	1.29804	1.30557	1.29476	1.29581	168513	168696130000	9
2016.07.07	1.29589	1.30204	1.28762	1.30005	152227	156851262000	9
2016.07.08	1.29976	1.30898	1.29878	1.30429	146233	142245827000	9
2016.07.11	1.30413	1.31392	1.30289	1.31160	127534	119089950000	9
2016.07.12	1.31133	1.31323	1.29810	1.30415	143811	149460685000	9
2016.07.13	1.30376	1.30832	1.29353	1.29747	147018	132824150000	9
2016.07.14	1.29736	1.29861	1.28620	1.28903	146315	153680160000	9
2016.07.15	1.28880	1.29875	1.28608	1.29725	131695	176899045000	9
2016.07.18	1.29358	1.30223	1.29265	1.29442	114435	145409159000	9
2016.07.19	1.29425	1.30538	1.29397	1.30178	114884	142019356000	9
2016.07.20	1.30182	1.30954	1.30114	1.30567	106652	144356036000	9
2016.07.21	1.30552	1.31008	1.30237	1.30856	125148	132536162000	9
2016.07.22	1.30857	1.31850	1.30550	1.31281	113336	100639329000	9
2016.07.25	1.31270	1.32419	1.31210	1.32176	102462	101462026000	9
2016.07.26	1.32152	1.32436	1.31739	1.31853	112020	109246305000	9
2016.07.27	1.31778	1.32534	1.31568	1.31854	115569	102684801000	9
2016.07.28	1.31861	1.31918	1.31004	1.31561	110261	110457644000	9
2016.07.29	1.31548	1.31857	1.30013	1.30373	119134	106671151000	9
2016.08.01	1.30238	1.31268	1.30231	1.31232	94489	69865828000	9
2016.08.02	1.31198	1.31408	1.30047	1.31088	117877	85144764000	9
